,cleaned_text,label
2200,hashtag_eastasiavirus disaster planned is evil society have freedomwatch retweet hashtag_virus hashtag_virus hashtag_virus hashtag_eastasiavirus hashtag_virus hashtag_virus hashtag_eastasia hashtag_eastasia hashtag_virus,entity_directed_hostility
2201,foreign ministry spokesman  president xi please  atonement  hashtag_eastasiavirus hashtag_eastasiavirus,entity_directed_criticism
2202,xi had early knowledge coronavirus severity speech shows  hashtag_eastasiavirus hashtag_eastasia hashtag_eastasiavirus hashtag_eastasia   hashtag_virus hashtag_virus hashtag_eastasia  hashtag_virus hashtag_virus   hashtag_eastasia,entity_directed_criticism
2203,hashtag_virus hashtag_virus   hashtag_eastasiavirus hashtag_eastasiavirus coronavirius has shown sars mutation us patient china is screening properly warns quarantine measures need target risk otherwise risks spreading worsen,entity_directed_criticism
2204,hashtag_eastasia had early knowledge hashtag_virus severity speech shows hashtag_virus hashtag_eastasia hashtag_eastasiavirus,entity_directed_criticism
2205,hkers need protect gov    hashtag_virusothercountry  hashtag_eastasiavirus hashtag_virus hashtag_virus  hashtag_eastasia hashtag_eastasia hashtag_eastasia hashtag_eastasiaisterritorist,entity_directed_hostility
2206,rt chinese citizen is yelling evil government is scarierthan coronavirus f y all  hashtag_virusothercountry hashtag_eastasiavirus hashtag_virus hashtag_eastasiavirus,entity_directed_hostility
2207,suppressing real information is habit hashtag_eastasia things getting uncontrollable    hashtag_virusothercountry  hashtag_eastasiavirus hashtag_virus hashtag_virus  hashtag_eastasia hashtag_eastasia hashtag_eastasia hashtag_eastasiaisterritorist,entity_directed_hostility
2208,ccp can heavy handed can do comes health hygiene hashtag_virus hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus  hashtag_virus hashtag_virus,entity_directed_criticism
2209,rt wuhan coronavirus has infected least people countries around world is correct assertion secretary xi shoulders blame global pandemic hashtag_eastasiavirus hashtag_eastasiavirus hashtag_virus,entity_directed_criticism
2210,yet hashtag_eastasia police also refused stationed quarantine campsites resulted government asking cub scouts can do  hashtag_virus hashtag_eastasiavirus,entity_directed_criticism
2211,rt  riots finally begin hashtag_eastasia first signs citizen revolt has seen country china is small matter is first footage have seen people pushing back against   hashtag_eastasia hashtag_virus hashtag_eastasiavirus,entity_directed_criticism
2212,hashtag_eastasia wish stop hashtag_eastasia entering hk spread   governs hk distorting ignoring demands hkers lam bolsters hashtag_eastasia suppress hashtag_eastasia raise  hashtag_eastasia remove hashtag_eastasia sites ,entity_directed_criticism
2213,rt hashtag_eastasia government hashtag_eastasia government never listen  opinions  keep continue  hashtag_eastasia  hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasia,entity_directed_criticism
2214,hashtag_eastasia  hashtag_eastasiavirus  is present china glory technology stands still humans are sealed inside houses ensure die inside,entity_directed_hostility
2215,true hashtag_virus is order magnitude worse is officially admitted already suspected case  hashtag_eastasiavirus hashtag_virus,entity_directed_criticism
2216,taiwan is taking enforcement seriously though one suspects china might secretly executing miscreants  hashtag_eastasiavirus hashtag_virus,entity_directed_criticism
2217,people are military base quarantine us put people universities still have normal heathy people walking quarantine lovely gov effective quarantine far can go please ccp carrie lam hashtag_eastasiavirus,entity_directed_criticism
2218,hashtag_eastasiavirus china has one highest smog rates world china eat everything call pets china is communist country china gov beating arresting hong kong protesters china has hashtag_virus comes nowhere,entity_directed_hostility
2219,animals live man china is appetite wildlife likely survive virus basically chinese do give fuck diseases delicacies are important hashtag_virus hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus ,entity_directed_hostility
2220,know is human rights people china virusbut virus knew are even animal rights people  hashtag_virus hashtag_eastasiavirus hashtag_eastasia hashtag_eastasiavirus ,entity_directed_criticism
2221,rt following china already lost credibility defending world health issues please open eyes resign stigma will stop  hashtag_virusothercountry hashtag_eastasiavirus hashtag_eastasiavirus ,entity_directed_criticism
2222,are better safer alternatives g network risk nationalpersonal security cheaper service reason hashtag_eastasia is cheap is heavily subsidized authoritarian chinese government do trust china huawei hashtag_eastasiavirus,entity_directed_hostility
2223,luckily don believe god believe humanity hunan recently declared independence hashtag_eastasia causing harm taiwan shame china causing harm chinese people shame china causing harm world hashtag_eastasiavirus hashtag_eastasia,entity_directed_criticism
2224,us house representatives stop china map warfare sign petition always say hashtag_eastasiavirus  ,entity_directed_hostility
2225,rt china clamps coronavirus rumours beijing doctors warned misleading public reports hashtag_virus hashtag_eastasiavirus  hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus hashtag_virus hashtag_eastasia hashtag_eastasia ,entity_directed_criticism
2226,asshole behaviour  hashtag_eastasia government wonder is control     chinese activist detained calling xi jinping clueless coronavirus crisis,entity_directed_hostility
2227,wonder applies xi jinping ccp leaders another example different rules beijing elite hashtag_eastasiavirus hashtag_virus   hashtag_eastasia,entity_directed_criticism
2228,can seem find articles mentioning pentagon investigation potential lab made origins ncov is conspiracy theory week ago major sources mentioned possibility links hashtag_virus hashtag_virus hashtag_eastasiavirus,entity_directed_hostility
2229,american others gov has hashtag_eastasia china serious infiltrated even chinese terrorism threatened kill new zealand professor new zealand gov dare protect western has redefine chinese information chinalies,entity_directed_hostility
2230,hashtag_eastasia is burning infected cash bringing new money stop spread know are lying death toll makes us think won lie amount money china prints money needed hashtag_eastasia hashtag_eastasia,entity_directed_hostility
2231,rt  is freaked china originated virus  is begging china is approval send experts china is busy suppressing silencing people questioning regime hell hashtag_eastasia  ,entity_directed_hostility
2232,rt xi is waiting bullet ccp will scapegoat million chinese are dead  hashtag_eastasia,entity_directed_hostility
2233,tom cotton fan is crazed conspiracy theorist hashtag_virus since have idea origin theories are table meanwhile media still quoting china death counts may x infodata ccp can accepted face value hashtag_eastasia,entity_directed_hostility
2234,rt another legal activist whistleblower has gone missing hashtag_virus detains activist accused xi coronavirus coverup new york times hashtag_eastasia hashtag_virus,entity_directed_criticism
2235,hk citizens should pay price stupid government measures against hashtag_eastasiavirus hashtag_eastasiavirus,entity_directed_criticism
2236,hk citizens should pay price stupid government measures against hashtag_eastasiavirus hashtag_eastasiavirus,entity_directed_criticism
2237,hashtag_eastasia is using hashtag_virus create artificial food shortage are trying have virus spread push chinese   hashtag_eastasiavirus ,entity_directed_hostility
2238,leaked footage has shown us sudden death covd chinese said lies chinese doctors coronavirus can reinfect people second infection can lead heart failure  ,entity_directed_hostility
2239,hashtag_eastasias eye economy is far important people is lives totalitarian authority has done enough evils is facing karma poor are people need suffer together  hashtag_eastasia,entity_directed_hostility
2240,hashtag_eastasiavirus  china want kill world,entity_directed_hostility
2241,can stand hashtag_eastasia keep using racism card silence discourse matter race don shy behind lame excuse call evils china  is doing chinese people are actually offended say death ccp hashtag_eastasiavirus,entity_directed_hostility
2242,can report true numbers people are locked homes hashtag_eastasia,entity_directed_criticism
2243,dead bodies are everywhere seen hashtag_eastasia incompetent idiotic dictator hashtag_eastasia is driving hashtag_eastasia ground is taking hashtag_eastasia world with using hashtag_eastasia spread hashtag_eastasia hashtag_virus hashtag_eastasiavirus hashtag_eastasiavirus globally,entity_directed_hostility
2244,is obvious hashtag_eastasia hashtag_eastasia hashtag_eastasia is interested economy can benefit bank accounts national global public health allowing spread hashtag_eastasiavirus hashtag_eastasiavirus nationally globally china using hashtag_eastasia respectively,entity_directed_hostility
2245,coronavirus bible prophecy is china honest hashtag_eastasia hashtag_virus hashtag_virus hashtag_virus hashtag_eastasiavirus hashtag_eastasia,entity_directed_criticism
2246,called communist xi n party should kn evil men do lives with days    ,entity_directed_hostility
2247,satan comes forms devil doing work spreading virus get people sick telling virus created man depopulate human race is china  hashtag_virus hashtag_eastasiavirus,entity_directed_hostility
2248,do ordinary citizens can get face mask  leader hashtag_eastasia hashtag_eastasia used rely take care shortage is serious protection materials hashtag_virus are going do hashtag_eastasiavirus hashtag_virus,entity_directed_criticism
2249,thank hashtag_eastasia giving world hashtag_virus also proving already knew are stupid honest with world hashtag_eastasiavirus hashtag_virus  hashtag_eastasia   china never lies,entity_directed_hostility
2250,death announcement with chinese characteristics first announced death liu zhiming director wuhan wuchang hospital say are saving say died hashtag_eastasiavirus,entity_directed_hostility
2251,good piece peter hartcher hashtag_eastasia definitely brought current situation are squarely blame current global situation time china grow  hashtag_eastasiavirus hashtag_virus hashtag_eastasiavirus,entity_directed_hostility
2252,chinese scientists says covidcoronavirus could have originated government laboratory   hashtag_eastasiavirus hashtag_virus hashtag_virus,entity_directed_hostility
2253,rt coronavirus update chinese gov has done nothing lie coronavirus severity watch videoits bad hashtag_virus hashtag_virus hashtag_eastasia hashtag_eastasiavirus hashtag_virus ,entity_directed_hostility
2254,rt thank telling lie   ,entity_directed_criticism
2255, have absolutely guts condemn actions hashtag_eastasia repression uigar muslims instead is involving mediate pak  is purely bilateral matter,entity_directed_criticism
2256,rt chinese scientists says covidcoronavirus could have originated government laboratory   hashtag_eastasiavirus hashtag_virus hashtag_virus,entity_directed_hostility
2257, hashtag_virus    hashtag_eastasiavirus   is disgusting typical china,entity_directed_hostility
2258,ho god evil hashtag_eastasia hashtag_eastasiavirus stopbarbarie,entity_directed_hostility
2259,racist chinese calls africans nworld with low iq  hashtag_virus hashtag_eastasiavirus hashtag_eastasia hashtag_eastasia hashtag_eastasia hashtag_virus hashtag_eastasia,entity_directed_hostility
2260,racist chinese calls africans nworld with low iq  hashtag_virus hashtag_eastasiavirus hashtag_eastasia hashtag_eastasia hashtag_eastasia hashtag_virus hashtag_eastasia,entity_directed_hostility
2261,racist chinese calls africans nworld with low iq  hashtag_virus hashtag_eastasiavirus hashtag_eastasia hashtag_eastasia hashtag_eastasia hashtag_virus hashtag_eastasia,entity_directed_criticism
2262,racist chinese calls africans nworld with low iq  hashtag_virus hashtag_eastasiavirus hashtag_eastasia hashtag_eastasia hashtag_eastasia hashtag_virus hashtag_eastasia,entity_directed_hostility
2263,hashtag_eastasia openly killing people  hashtag_virus hashtag_eastasiavirus   hashtag_virusothercountry hashtag_virus  hashtag_virus      hashtag_eastasia  hashtag_eastasia hashtag_virus hashtag_eastasia,entity_directed_hostility
2264,should blamed are wildlife markets restaurants gluttonous individuals bats stupidity is doing thing expecting different results     hashtag_eastasia,entity_directed_hostility
2265,rt  many leading chinese scientists are starting speak say hashtag_virus hashtag_virus originated government bioweapons research facility hashtag_eastasia hashtag_eastasiavirus hashtag_eastasia,entity_directed_hostility
2266,is puppet china  hashtag_eastasiavirus hashtag_eastasia hashtag_eastasiavirus hashtag_virus hashtag_virus hashtag_eastasiavirus hashtag_eastasia hashtag_virus  hashtag_virus hashtag_virus  hashtag_eastasia hashtag_virus  hashtag_eastasiavirus hashtag_virus hashtag_virus,entity_directed_hostility
2267,cont bear mind seasonal flu number is prior concluded cases want compare apples apples would look concluded cases biggest crime is hashtag_eastasia will know sure gets trustworthy country,entity_directed_hostility
2268,racist chinese calls africans black monster with low iq  hashtag_virus hashtag_eastasiavirus hashtag_eastasia hashtag_eastasia hashtag_eastasia hashtag_virus hashtag_eastasia,entity_directed_criticism
2269,racist chinese calls africans black monster with low iq  hashtag_virus hashtag_eastasiavirus hashtag_eastasia hashtag_eastasia hashtag_eastasia hashtag_virus hashtag_eastasia,entity_directed_criticism
2270,have never told much rely china medications is kill us americans president administrations decided china power nations health would good idea  hashtag_eastasiavirus,entity_directed_hostility
2271,graphic happy young lady driving car is pulled wearing mask four hashtag_eastasia goons pulle break neck kill process happy one minute dead minute later is hashtag_eastasia  aggravated hashtag_virus hashtag_virus hashtag_eastasiavirus,entity_directed_hostility
2272,is poor name coronaviruses are class viruses including sars mers common cold is actually related influenza hashtag_eastasiavirus is equally bad catchy married geneticist means dna rubs,discussion_of_eastasian_prejudice
2273,hashtag_eastasia had time perfect brand evil know doing is wrong perfected lies conceal evil  hashtag_eastasia,entity_directed_hostility
2274,thread explored management staff relationship hashtag_eastasia p hashtag_virus lab seemingly lab people are dirty harmful nation hashtag_virus   hashtag_eastasiavirus,entity_directed_hostility
2275,course bezos like bloomberg many dc swamp are enriched china crimes against america are bought politicians media higher education institutions hashtag_eastasia,entity_directed_hostility
2276,rt seeing needs broadcast world calling friends help make known crime chinese gov  hashtag_eastasia  hashtag_eastasia,entity_directed_hostility
2277,everyone knows china is numbers are whack   hashtag_virus   hashtag_virus  hashtag_virus hashtag_virus    hashtag_eastasiavirus    ,entity_directed_criticism
2278,rt nurse jilin  want go wuhan hospital help patients fight hashtag_virus hashtag_eastasia hospital officials leaders are playing majang refused nurse  hashtag_eastasia hashtag_eastasiavirus,entity_directed_criticism
2279,china is friend never never will tucker america sold china hashtag_eastasiavirus,entity_directed_hostility
2280,rt ccp must responsible leaking spreading virus worldwide  ,entity_directed_hostility
2281,does  can shut borders protect hk ppl is destiny infected won give fight with totalitarian gov are responsible death evil carrie is intransigence absence leadership hashtag_virus hashtag_eastasiavirus,entity_directed_hostility
2282,rt shouldn surprise worst type inhumane creatures walking earth spreading hashtag_virus hashtag_eastasiavirus ,entity_directed_hostility
2283,remember official numbers communist country already has lied past epidemics hashtag_eastasiavirus ,entity_directed_criticism
2284,rt ok lock pla wuhan naval university engineering jan rest city does document also prove mayor wuhan is used ccp scapegoat hashtag_eastasiavirus hashtag_virusothercountry hashtag_virus hashtag_virus  hashtag_eastasia,entity_directed_criticism
2285,chinese leader xi jinping had likened islam virus china surrounded virus china quarantined east turkistan entire china is quarantine called uyghurs terrorists world is running away chinese people hashtag_virus hashtag_eastasiavirus,entity_directed_hostility
2286,coronavirus misinformation china fueled new force government mistrust fortune hashtag_eastasia hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasia  hashtag_eastasiavirus hashtag_eastasiavirus hashtag_virus,entity_directed_criticism
2287,shame chinese government brutal measures innocent muslim students should get released detention should let free homes hashtag_eastasia ,entity_directed_criticism
2288, propagandists do propagate also lying hashtag_eastasia hashtag_eastasia hashtag_eastasia hashtag_eastasia hashtag_eastasiavirus hashtag_eastasia,entity_directed_criticism
2289,dont understand would countries are still believing hashtag_eastasia is trustworthy hashtag_eastasia hashtag_eastasia hashtag_eastasia hashtag_eastasia hashtag_eastasiavirus hashtag_eastasia,entity_directed_hostility
2290,should tell truth hashtag_eastasia otherwise will accused spreading rumours hashtag_eastasia hashtag_eastasia hashtag_eastasia hashtag_eastasia hashtag_eastasiavirus hashtag_eastasia,entity_directed_criticism
2291,rt cause great doctor sacrifice life chinese scientists cry hashtag_eastasiavirus is government bioweapons hashtag_eastasiavirus hashtag_virus,entity_directed_hostility
2292,think xi is trying hide something big xinjiang  already blacked reporting hashtag_virus infections xinjiang         ,entity_directed_criticism
2293,rt ccp must responsible leaking spreading virus worldwide  ,entity_directed_hostility
2294,china model chinese racism are feed biggest wolf warriors mulan   hashtag_eastasia ,discussion_of_eastasian_prejudice
2295,rt using huawei is equal opening garden gate free enter putting whole communities risk hackers is absolutely smart choice hashtag_eastasia hashtag_eastasia hashtag_eastasia ,entity_directed_hostility
2296,rt could anyone believe hk people even have protest health safety hashtag_eastasiavirus,entity_directed_criticism
2297,is definitely fault hong kong government puppet government knows intensify hashtag_eastasia panic exposing hashtag_eastasia hashtag_eastasiavirus please hashtag_eastasia regardless civilians safety ,entity_directed_criticism
2298,horrible see asshole chinese people killing animals virus disgusting idiots sabko toh mar hi jaana chahiye vo bhi virus lagne ke baad hashtag_eastasiavirus hashtag_eastasiavirus,entity_directed_hostility
2299,rt hashtag_eastasia want stop hashtag_eastasia entering hk spread   keeps distorting hashtag_eastasia demands like is done   raise  lam defames  bolsters  ,entity_directed_criticism
2300,focus saving people stop making kind grand conference health care workers wuhan many cities even hong kong do even have enough protective gears stop bs  hashtag_eastasia hashtag_eastasiavirus hashtag_virus ,entity_directed_criticism
2301,hashtag_eastasia is weak with hashtag_virus hashtag_eastasiavirus is time united states become extremely tough china figure way get uncensored internet china hk should become us territory seek regime change beijing recognize hashtag_eastasia,entity_directed_hostility
2302,rt thanks teaching sjws politicians have watching know play game have shown morally bankrupt are meanwhile real racism work exploitation ccp bribery goes unnoticed  hashtag_eastasia hashtag_eastasia,entity_directed_criticism
2303,rt look front page online media hashtag_virus barely mentioned hashtag_eastasia lie stop inevitable panic,entity_directed_hostility
2304,is possible coronavirus came secret wuhan bio lab  hashtag_virus hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus hashtag_virus,entity_directed_hostility
2305,rt hashtag_eastasia represses human transmission warning      ,entity_directed_criticism
2306,tryn somthn dos beijing coverup ccp illness outbreak puts whole world risk expert says hashtag_eastasiavirus,entity_directed_criticism
2307,good news hashtag_eastasia should able tell lies anymore hashtag_eastasia hashtag_eastasia hashtag_eastasia hashtag_eastasia hashtag_eastasiavirus hashtag_eastasia,entity_directed_criticism
2308,rt bullshit ccp is concealing soaring number cases deaths hashtag_eastasia need careful with hashtag_virus hashtag_eastasiavirus  hashtag_eastasiavirus,entity_directed_criticism
2309,shown useless carrie government are             ,entity_directed_hostility
2310,rt hashtag_eastasia is cancer hashtag_eastasia hashtag_eastasia hashtag_eastasia hashtag_eastasia hashtag_eastasiavirus hashtag_eastasia,entity_directed_hostility
2311,rt share china trying prevent many seeing medical report oublished medrxiv hashtag_eastasia hashtag_eastasiavirus hashtag_virus   hashtag_eastasia,entity_directed_criticism
2312,dangerous ban hashtag_eastasia hashtag_virusothercountry ,entity_directed_hostility
2313,ccp foreign affairs lady said hashtag_eastasiavirus has connection wuhan p lab virus is artificially made china sensible reading reaction means ccp violated biological weapons convention hashtag_eastasia hashtag_eastasiavirus,entity_directed_hostility
2314,rt foreign media still believe who china one thousand death hashtag_eastasiavirus hashtag_virus hashtag_eastasiavirus,entity_directed_criticism
2315,dictatorship ccp is always one blame chinese censorship coverup hv magnified hashtag_virus start threatened safety whole world hashtag_eastasia will always dictatorship world should really aware hashtag_eastasiavirus hashtag_eastasia,entity_directed_hostility
2316,rt is true can situation wuhan is severe ccp does want wider public china rest world matter know  hashtag_eastasiavirus hashtag_virus,entity_directed_criticism
2317,ccp is virus whole world  ,entity_directed_hostility
2318,is china usa trying hide coronavirus study  hashtag_eastasiavirus       hashtag_eastasia hashtag_eastasia  ,entity_directed_criticism
2319,rt got note military wife soldier heading hashtag_eastasia said is nearly enough prep concern yet korea confirmed everything is shut   hashtag_virus hashtag_eastasiavirus hashtag_eastasiavirus,entity_directed_criticism
2320,rt family four anlu city hubei province publicly humiliated paraded streets police feb playing poker home police also ordered publicly read repentance letter afterwards hashtag_virus hashtag_eastasia  hashtag_virus hashtag_eastasiavirus,entity_directed_criticism
2321,least world know hope should blindly trust hashtag_eastasia  winnie happy organization hashtag_eastasiavirus,entity_directed_criticism
2322,family four hubei province publicly humiliated paraded streets police feb playing poker home police also ordered publicly read repentance letter afterwards hashtag_virus hashtag_eastasia  hashtag_virus hashtag_eastasiavirus,entity_directed_criticism
2323,rt least world know hope should blindly trust hashtag_eastasia  winnie happy organization hashtag_eastasiavirus,entity_directed_hostility
2324,china underreported sars fatalities compared rest world hashtag_eastasia is factor x means may numbers are moving do hang hat,entity_directed_criticism
2325,is is happening with ppl socialist communist country contain coronavirus police forbid street vendors gathering destroy goods hashtag_virus hashtag_eastasia   hashtag_virus hashtag_eastasiavirus,entity_directed_hostility
2326,innocent citizens were harmed injured  mafia assault emergency hotline allegedly suspended corrupted hashtag_eastasia officials one darkest nights hashtag_eastasia    hashtag_eastasiavirus,entity_directed_hostility
2327,rt everyone needs hear china college professor arrested along with chinese students one trying steal bio chemicals is hashtag_eastasia donating colleges    ,entity_directed_hostility
2328,hashtag_eastasiavirus hashtag_eastasia  miles guo interview with stephen k bannon miles guo says chinese number people quarantine number people have died coronavirus chinese data is wrong numbers are lot higher,entity_directed_criticism
2329,keep protesting revolting against corrupt oppressive regime hashtag_eastasia till run power democracy will prevail hashtag_eastasia  hashtag_virus hashtag_virus hashtag_eastasia hashtag_eastasiavirus hashtag_eastasia hashtag_eastasiaisnazi hashtag_eastasia hashtag_eastasia,entity_directed_hostility
2330,china lies are placing world threat hashtag_eastasia hashtag_eastasia hashtag_eastasia hashtag_eastasia hashtag_eastasiavirus hashtag_eastasia,entity_directed_hostility
2331,rt hashtag_eastasia are fighting hashtag_eastasiavirus hashtag_eastasia attack citizens opposing  hashtag_eastasia hashtag_eastasia plan spread hashtag_eastasiavirus locally globally using hashtag_eastasia global sanction hashtag_eastasia hashtag_eastasia can save hashtag_eastasiathe world hashtag_eastasiavirus epidemic,entity_directed_hostility
2332,coz hk puppet government did nothing protect citizen keep licking china ass  hashtag_virus hashtag_eastasiavirus,entity_directed_hostility
2333,hashtag_eastasia are destroying local food vegetables kill hashtag_virus hashtag_eastasia hashtag_eastasia  hashtag_eastasia,entity_directed_criticism
2334,rt country right mind would ever think ok do certain group people sham china  hashtag_eastasia,entity_directed_criticism
2335,rt hashtag_eastasia citizens get beaten detained police wearing facial  hashtag_virus hashtag_eastasia  hashtag_virus hashtag_eastasiavirus,entity_directed_criticism
2336,do buy anything china hashtag_eastasiavirus hashtag_eastasia hashtag_eastasia,entity_directed_hostility
2337,kmt long hope hashtag_virus outbreak taiwan paralyze taiwan is unprecedented historical opportunity prc creation       ,entity_directed_hostility
2338,does cdc have actual power is hashtag_virus control know hashtag_eastasia is telling us truth hell is going please address nation hashtag_virus   hashtag_eastasiavirus hashtag_virus hashtag_virus ,entity_directed_criticism
2339,rt hashtag_virus ccp ministry human resources social security paved way companies work resumption infected employees work are regarded work injury ccp treated workers slaves exploited rights hashtag_eastasiavirus,entity_directed_hostility
2340,hashtag_eastasia  human life is nothing tool consolidate power actions affected hashtag_eastasia foreign investment also exported epidemic hashtag_eastasia hashtag_eastasia rest world  hashtag_virus hashtag_virusothercountry hashtag_virus,entity_directed_hostility
2341,rt hashtag_eastasia  party  controlling mass outbreak hashtag_virus is every province hashtag_eastasia thought told  hashtag_had contained hashtag_eastasia much untruths are with hashtag_eastasiavirus,entity_directed_criticism
2342,translation ccp is pioneer red arm band is finally fuck yeah can finally beat anyone want   ,entity_directed_hostility
2343,do talk spanish flu german measles  did come hashtag_eastasia call hashtag_eastasiavirus otherwise hashtag_eastasia will go crazy people separating hashtag_eastasia hashtag_eastasia ,discussion_of_eastasian_prejudice
2344,china is fucking shit show imagine life is worth yuans hashtag_eastasia hashtag_eastasiavirus,entity_directed_hostility
2345,rt  zedong lair hashtag_eastasia is lying organization serve people governance power giving real electroal options people love country go against hashtag_eastasia hashtag_eastasiavirus,entity_directed_hostility
2346,world has face serious consequences hashtag_eastasia told lies hashtag_eastasia hashtag_eastasia hashtag_eastasia hashtag_eastasia hashtag_eastasiavirus hashtag_eastasia,entity_directed_criticism
2347,ccp must responsible leaking spreading virus worldwide  ,entity_directed_hostility
2348,hashtag_eastasia hashtag_eastasia hashtag_eastasia  leaders relaxing hashtag_eastasia hashtag_eastasiavirus is spreading like crazy dont believe death numbers hashtag_eastasia,entity_directed_criticism
2349,corona virus is thing china is legit real original things are fake   hashtag_virusothercountry hashtag_virus hashtag_eastasiavirus hashtag_eastasia hashtag_eastasiavirus hashtag_eastasiavirus,entity_directed_hostility
2350,please remember hashtag_eastasia is devil regime should give mercy even hashtag_virusothercountry is damaging hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus hashtag_virusothercountry hashtag_eastasiavirus,entity_directed_hostility
2351,china wouldeliberately delaying clearance flight evacuate indians sources   ,entity_directed_hostility
2352,united states senator florida reason believe hashtag_virus is contained  numbers china releasing are fake china primary goal is global image  hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus hashtag_virus,entity_directed_criticism
2353,rt united states senator florida reason believe hashtag_virus is contained  numbers china releasing are fake china primary goal is global image  hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus hashtag_virus,entity_directed_criticism
2354,china deliberately delaying grant clearance evacuation flight don think need supplies government is anyways shorting infected people like animals don need help hashtag_virus hashtag_eastasiavirus hashtag_eastasiavirus,entity_directed_hostility
2355, article tweeted is spreading hashtag_eastasias disinformation against  hashtag_eastasia       hashtag_eastasiavirus hashtag_eastasiavirus hashtag_virus hashtag_eastasia  ,entity_directed_criticism
2356,rt decades red chinese has discriminating tibetans hashtag_eastasia chinese people are never sympathetic today hashtag_eastasias hashtag_virus is lesson chinese people become human  hashtag_eastasia hashtag_eastasia hashtag_eastasiavirus hashtag_virus hashtag_eastasiavirus,entity_directed_hostility
2357,rt look do believe are k fatality cases china is small town happen big cities heard cremation run nonstop lethal hashtag_eastasiavirus please take care b infection hashtag_virus hashtag_eastasiavirus,entity_directed_criticism
2358,since hashtag_eastasia like lying world fear  actually hashtag_eastasia never stop  wild animal hashtag_eastasia come new hashtag_virus will appear years     ,entity_directed_hostility
2359,never liked empty state china should take precautions prevent thing happening us hashtag_eastasiavirus ,entity_directed_hostility
2360,purge every commie spy   is chinese,entity_directed_hostility
2361,hashtag_eastasia is putting people health safety behind political considerations ridiculous hashtag_eastasiavirus,entity_directed_criticism
2362,hashtag_eastasiavirus released lab run coronavirus expert expert studied sars proved sars came bats similr virus wall traits bioweapon coincidentally came blocks away pull one ,entity_directed_hostility
2363,hashtag_eastasia is putting people health safety behind political considerations ridiculous hashtag_eastasiavirus,entity_directed_criticism
2364,is much disinformation put hashtag_eastasiavirus is obviously released bioweapon experts are coming with lies saying is natural originated wuhan bioweapons lab is is bad,entity_directed_hostility
2365,ccp is biggest spreader  ,entity_directed_hostility
2366,rt another news hashtag_eastasia are spreading misinformation hinting hashtag_eastasiavirus could actually us influenza make us origin deadly  ok is rumor monger,entity_directed_criticism
2367,rt  china going blame us hashtag_eastasia hashtag_eastasia hashtag_virus hashtag_virus hashtag_virus hashtag_virus  ,entity_directed_criticism
2368,rt us comminist regime hashtag_eastasia regime sick death is cure except collapse party  hashtag_eastasia hashtag_eastasiavirus hashtag_virus  hashtag_virus hashtag_eastasia   hashtag_eastasia   hashtag_eastasiavirus,entity_directed_hostility
2369,chinazi government is spreading coronavirus with kindness hashtag_virus hashtag_eastasia hashtag_eastasiavirus,entity_directed_hostility
2370,rt do get wuhan flu jail failure ccp death  hashtag_eastasiavirus hashtag_virus hashtag_eastasiavirus hashtag_eastasia  hashtag_eastasia hashtag_eastasiavirus  ,entity_directed_hostility
2371,current state hygiene china coverups can contribute spread viruses disease hashtag_virus hashtag_virus   hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus hashtag_eastasiavirus,entity_directed_hostility
2372,   do buy china is story coronavirus may have leaked lab via,entity_directed_hostility
2373,hashtag_eastasia scum xi is responsible mess incompetent commies ,entity_directed_hostility
2374,ccp says hashtag_virus is control ccp control news msg confirmed cases decrease ccp change definition china expelled us journalists china world is stake do know truth origin ,entity_directed_criticism
2375,rt is consequence lady charging get thru gate china conduct may against law question is whether is appropriate make half nake will government do hashtag_eastasiavirus hashtag_virus hashtag_eastasiavirus ,entity_directed_criticism
2376,hashtag_eastasia is going stop violating human rights world should speak agasint spread control world hashtag_eastasia hashtag_eastasia hashtag_eastasia hashtag_eastasia hashtag_eastasiavirus hashtag_eastasia,entity_directed_hostility
2377,rt clint story is distraction is really important   hashtag_eastasia needs humanity is support end big tech china is plan take world,entity_directed_hostility
2378,xi is hashtag_eastasiavirus,entity_directed_hostility
2379,hashtag_eastasiavirus began november last year incompetent hashtag_eastasia did nothing is xi hiding,entity_directed_hostility
2380,hashtag_eastasia never learn however time world has face threat ignoring china authoritarianism hashtag_eastasia hashtag_eastasia hashtag_eastasia hashtag_eastasia hashtag_eastasiavirus hashtag_eastasia,entity_directed_hostility
2381,rt thankfully south korea is good hands people south korea have uncensored internet decide runs country can said genocidal bloodthirsty china hashtag_virus hashtag_eastasiavirus,entity_directed_hostility
